#     Energy       Flux            PL            PC          PL45
#         eV  ph/s/0.1%             -             -             -
3.38506e+04  2.721e+12  8.174864e-01  0.000000e+00  0.000000e+00
3.39505e+04  2.710e+12  8.176960e-01  0.000000e+00  0.000000e+00
3.40503e+04  2.699e+12  8.179043e-01  0.000000e+00  0.000000e+00
3.41502e+04  2.688e+12  8.181113e-01  0.000000e+00  0.000000e+00
3.42500e+04  2.677e+12  8.183170e-01  0.000000e+00  0.000000e+00
3.43499e+04  2.666e+12  8.185215e-01  0.000000e+00  0.000000e+00
3.44497e+04  2.655e+12  8.187247e-01  0.000000e+00  0.000000e+00
3.45496e+04  2.644e+12  8.189266e-01  0.000000e+00  0.000000e+00
3.46494e+04  2.633e+12  8.191272e-01  0.000000e+00  0.000000e+00
3.47493e+04  2.622e+12  8.193266e-01  0.000000e+00  0.000000e+00
3.48491e+04  2.612e+12  8.195248e-01  0.000000e+00  0.000000e+00
3.49490e+04  2.601e+12  8.197218e-01  0.000000e+00  0.000000e+00
3.50488e+04  2.590e+12  8.199176e-01  0.000000e+00  0.000000e+00
3.51487e+04  2.580e+12  8.201121e-01  0.000000e+00  0.000000e+00
3.52485e+04  2.569e+12  8.203055e-01  0.000000e+00  0.000000e+00
3.53484e+04  2.559e+12  8.204977e-01  0.000000e+00  0.000000e+00
3.54482e+04  2.548e+12  8.206887e-01  0.000000e+00  0.000000e+00
3.55481e+04  2.538e+12  8.208785e-01  0.000000e+00  0.000000e+00
3.56479e+04  2.527e+12  8.210672e-01  0.000000e+00  0.000000e+00
3.57478e+04  2.517e+12  8.212548e-01  0.000000e+00  0.000000e+00
3.58476e+04  2.506e+12  8.214412e-01  0.000000e+00  0.000000e+00
3.59475e+04  2.496e+12  8.216265e-01  0.000000e+00  0.000000e+00
3.60473e+04  2.486e+12  8.218106e-01  0.000000e+00  0.000000e+00
